instance,method,sweep,chords,relC
wedge,HYB,16,48,0.7503896237808528
wedge,HYB,17,51,0.792965238594896
wedge,HYB,18,54,0.8277718869593593
wedge,HYB,19,57,0.8562272075849997
wedge,HYB,20,60,0.8794901561869304
wedge,HYB,21,63,0.8928949300400398
wedge,HYB,22,66,0.897619487451719
wedge,HYB,23,69,0.9014819333429713
wedge,HYB,24,72,0.9046395811315174
wedge,HYB,25,75,0.90722103853888
wedge,HYB,26,78,0.9093314456495795
wedge,HYB,27,81,0.9110567571577927
wedge,HYB,28,84,0.9124672432129642
wedge,HYB,29,87,0.9327618438022617
wedge,HYB,30,90,0.9355339713750955
wedge,HYB,31,93,0.9361942311337784
wedge,HYB,32,96,0.9365660217022433
wedge,HYB,33,99,0.9368691052603285
wedge,HYB,34,102,0.9371335000779444
wedge,HYB,35,105,0.9373663558461205
wedge,HYB,36,108,0.9375716985374528
wedge,HYB,37,111,0.9377528101235705
wedge,HYB,38,114,0.9379125536310814
wedge,HYB,39,117,0.9380534505627357
wedge,HYB,40,120,0.9381777244930865
wedge,CN-rand,0,0,0.27708052609262884
wedge,CN-rand,1,3,0.2687038588145002
wedge,CN-rand,2,6,0.2738661452422246
wedge,CN-rand,3,9,0.30052592618945684
wedge,CN-rand,4,12,0.3159654944369139
wedge,CN-rand,5,15,0.34846520014429616
wedge,CN-rand,6,18,0.3779394181883756
wedge,CN-rand,7,21,0.40511190486694887
wedge,CN-rand,8,24,0.4254983572667491
wedge,CN-rand,9,27,0.44691071741316607
wedge,CN-rand,10,30,0.3554489433391024
wedge,CN-rand,11,33,0.3814115023857367
wedge,CN-rand,12,36,0.4107096842859785
wedge,CN-rand,13,39,0.4375228356780753
wedge,CN-rand,14,42,0.4645689840510582
wedge,CN-rand,15,45,0.4969874604748335
wedge,CN-rand,16,48,0.5366531694423233
wedge,CN-rand,17,51,0.5767952769470338
wedge,CN-rand,18,54,0.6142765888356239
wedge,CN-rand,19,57,0.6535680996082743
wedge,CN-rand,20,60,0.6937448148412264
wedge,CN-rand,21,63,0.7305813836989468
wedge,CN-rand,22,66,0.7645893347282212
wedge,CN-rand,23,69,0.7938856587910419
wedge,CN-rand,24,72,0.825360283728359
wedge,CN-rand,25,75,0.8546833118425508
wedge,CN-rand,26,78,0.8810720737843418
wedge,CN-rand,27,81,0.8979811205767513
wedge,CN-rand,28,84,0.9130706914345582
wedge,CN-rand,29,87,0.9245284733651598
wedge,CN-rand,30,90,0.9318058726536876
wedge,CN-rand,31,93,0.9349064450925594
wedge,CN-rand,32,96,0.9334010390297892
wedge,CN-rand,33,99,0.9376467284379286
wedge,CN-rand,34,102,0.9356229557495247
wedge,CN-rand,35,105,0.9329026694253526
wedge,CN-rand,36,108,0.9299886052496092
wedge,CN-rand,37,111,0.9292019065457338
wedge,CN-rand,38,114,0.9296477663453419
wedge,CN-rand,39,117,0.9333943602867557
wedge,CN-rand,40,120,0.9335169275690436
wedge,CN-rand,41,123,0.9314016806371359
wedge,CN-rand,42,126,0.9350253900068046
wedge,CN-rand,43,129,0.937683843818362
wedge,CN-rand,44,132,0.9377358292098334
wedge,CN-rand,45,135,0.9414582826457432
wedge,CN-rand,46,138,0.9432148344039769
wedge,CN-rand,47,141,0.9473508816852197
wedge,CN-rand,48,144,0.9472547070558497
wedge,CN-rand,49,147,0.9454796191685002
wedge,CN-rand,50,150,0.9431412614989798
wedge,CN-rand,51,153,0.9468670641672607
wedge,CN-rand,52,156,0.9469671403615509
wedge,CN-rand,53,159,0.947425392550455
wedge,CN-rand,54,162,0.9439934564961948
wedge,CN-rand,55,165,0.9443638266346992
wedge,CN-rand,56,168,0.9409538473397563
wedge,CN-rand,57,171,0.9434492486009555
wedge,CN-rand,58,174,0.9432974086286895
wedge,CN-rand,59,177,0.9471522066719058
wedge,CN-rand,60,180,0.9473053348588014
wedge,CN-rand,61,183,0.9469305877410233
wedge,CN-rand,62,186,0.9430620820028238
wedge,CN-rand,63,189,0.9411238706602024
wedge,CN-rand,64,192,0.9369376582815931
wedge,CN-rand,65,195,0.9366273891291512
wedge,CN-rand,66,198,0.9362195079329365
wedge,CN-rand,67,201,0.9359177424359598
wedge,CN-rand,68,204,0.9354917139586475
wedge,CN-rand,69,207,0.935275483303539
wedge,CN-rand,70,210,0.933312785711477
wedge,CN-rand,71,213,0.9353463679667903
wedge,CN-rand,72,216,0.9347689386399217
wedge,CN-rand,73,219,0.9351619149398851
wedge,CN-rand,74,222,0.9356564382106927
wedge,CN-rand,75,225,0.9398656100531144
wedge,CN-rand,76,228,0.9416418783637704
wedge,CN-rand,77,231,0.9415858535570055
wedge,CN-rand,78,234,0.9450341398991631
wedge,CN-rand,79,237,0.9412375702060449
wedge,CN-rand,80,240,0.9374831837044807
wedge,CN-rand,81,243,0.9366945623259841
wedge,CN-rand,82,246,0.938309487132072
wedge,CN-rand,83,249,0.9396964855039907
wedge,CN-rand,84,252,0.9423989365209705
wedge,CN-rand,85,255,0.943217333762408
wedge,CN-rand,86,258,0.9405426974328687
wedge,CN-rand,87,261,0.9389662501925707
wedge,CN-rand,88,264,0.9393228997513156
wedge,CN-rand,89,267,0.9360970266474394
wedge,CN-rand,90,270,0.9362582548685294
wedge,CN-rand,91,273,0.9403159785995934
wedge,CN-rand,92,276,0.9396690899705138
wedge,CN-rand,93,279,0.9402151751055102
wedge,CN-rand,94,282,0.9400619501342659
wedge,CN-rand,95,285,0.936927893765924
wedge,CN-rand,96,288,0.9357566481683866
wedge,CN-rand,97,291,0.9379505021349483
wedge,CN-rand,98,294,0.9378699993354126
wedge,CN-rand,99,297,0.9338947117287719
wedge,CN-rand,100,300,0.9335966318443052
wedge,CN-rand,101,303,0.9333453205623595
wedge,CN-rand,102,306,0.9328257762858286
wedge,CN-rand,103,309,0.9325111258401372
wedge,CN-rand,104,312,0.9301139032558519
wedge,CN-rand,105,315,0.93150384802756
wedge,CN-rand,106,318,0.9312891325888955
wedge,CN-rand,107,321,0.9347147439699566
wedge,CN-rand,108,324,0.9309056049640185
wedge,CN-rand,109,327,0.9322207265816227
wedge,CN-rand,110,330,0.9360000253496716
wedge,CN-rand,111,333,0.9377008209516782
wedge,CN-rand,112,336,0.9418193703395733
wedge,CN-rand,113,339,0.9423498380664393
wedge,CN-rand,114,342,0.9425285714046626
wedge,CN-rand,115,345,0.9425592808380492
wedge,CN-rand,116,348,0.9393161630808041
wedge,CN-rand,117,351,0.9434657440241739
wedge,CN-rand,118,354,0.9437549519315883
wedge,CN-rand,119,357,0.9439545410277818
wedge,CN-rand,120,360,0.9456755875651692
wedge,CN-greedy,0,0,0.27708052609262884
wedge,CN-greedy,1,3,0.2687038588145002
wedge,CN-greedy,2,6,0.2872379155103971
wedge,CN-greedy,3,9,0.30705037311621086
wedge,CN-greedy,4,12,0.32822941032445885
wedge,CN-greedy,5,15,0.35086928802124373
wedge,CN-greedy,6,18,0.37507076881026297
wedge,CN-greedy,7,21,0.4009415654738199
wedge,CN-greedy,8,24,0.428596820366767
wedge,CN-greedy,9,27,0.4581596178770279
wedge,CN-greedy,10,30,0.36106378878552686
wedge,CN-greedy,11,33,0.38346948760431465
wedge,CN-greedy,12,36,0.40991959239909304
wedge,CN-greedy,13,39,0.4381941136501203
wedge,CN-greedy,14,42,0.46841889189495445
wedge,CN-greedy,15,45,0.5020626711250505
wedge,CN-greedy,16,48,0.5383827016486519
wedge,CN-greedy,17,51,0.5763731079927097
wedge,CN-greedy,18,54,0.6151758644913952
wedge,CN-greedy,19,57,0.6540513542385069
wedge,CN-greedy,20,60,0.6923541304484984
wedge,CN-greedy,21,63,0.7295129192045126
wedge,CN-greedy,22,66,0.7615657524340834
wedge,CN-greedy,23,69,0.795270761610803
wedge,CN-greedy,24,72,0.8229875641929003
wedge,CN-greedy,25,75,0.8515155044214153
wedge,CN-greedy,26,78,0.8719012183420357
wedge,CN-greedy,27,81,0.891847383554477
wedge,CN-greedy,28,84,0.9048960047038153
wedge,CN-greedy,29,87,0.9178588599960222
wedge,CN-greedy,30,90,0.9251959691960758
wedge,CN-greedy,31,93,0.9282523436899975
wedge,CN-greedy,32,96,0.9346494709460065
wedge,CN-greedy,33,99,0.9334099124587605
wedge,CN-greedy,34,102,0.9390895801143851
wedge,CN-greedy,35,105,0.9371154066914537
wedge,CN-greedy,36,108,0.942279610078814
wedge,CN-greedy,37,111,0.9397776470074106
wedge,CN-greedy,38,114,0.9445715111983694
wedge,CN-greedy,39,117,0.9416903536680706
wedge,CN-greedy,40,120,0.9462181448665128
wedge,CN-greedy,41,123,0.9430645522134843
wedge,CN-greedy,42,126,0.9474011812610291
wedge,CN-greedy,43,129,0.9478324140727061
wedge,CN-greedy,44,132,0.9481514559528806
wedge,CN-greedy,45,135,0.9484612784231679
wedge,CN-greedy,46,138,0.9524714742989735
wedge,CN-greedy,47,141,0.9488135951380035
wedge,CN-greedy,48,144,0.952778353917038
wedge,CN-greedy,49,147,0.9528479605817305
wedge,CN-greedy,50,150,0.9528994581500388
wedge,CN-greedy,51,153,0.9529494675839676
wedge,CN-greedy,52,156,0.9567678722210732
wedge,CN-greedy,53,159,0.9529230955085535
