m,n,rep,method,sweeps,chords,seconds,relC_final,relC@5,relC@30,converged
25,2,14,chebyshev,0,0,0.002896099991630763,1.0,nan,nan,1
25,2,15,P,5,135,0.00497069995617494,0.9666212725278416,0.9666212725278416,0.9666212725278416,1
25,2,15,CN,16,432,0.0240450999699533,0.8394467643984433,0.7183239400311404,0.8394467643984433,1
25,2,15,HYB,28,756,0.029038500040769577,0.9481579733229831,0.7183239400311404,0.9481579733229831,1
25,2,15,CN-rand,30,810,0.04432029998861253,0.9402427942139276,0.8634861471496003,0.9402427942139276,0
25,2,15,CN-greedy,30,810,0.05283110000891611,0.9665535390781791,0.8210139792314631,0.9665535390781791,0
25,2,15,analytic,0,0,0.0006488999933935702,0.24402391211883506,nan,nan,1
25,2,15,chebyshev,0,0,0.002797699999064207,1.0,nan,nan,1
25,2,16,P,4,108,0.00409359997138381,0.9074711105962406,0.9074711105962406,0.9074711105962406,1
25,2,16,CN,17,459,0.023530500009655952,0.8116400858934701,0.7706795319512261,0.8116400858934701,1
25,2,16,HYB,17,459,0.020214000018313527,0.8902207432389153,0.8372401769002703,0.8902207432389153,1
25,2,16,CN-rand,30,810,0.04338859999552369,0.9016782185366967,0.8381485652227644,0.9016782185366967,0
25,2,16,CN-greedy,30,810,0.05401639995398,0.9756695511478487,0.9280593832191747,0.9756695511478487,0
25,2,16,analytic,0,0,0.0008100999984890223,0.2201424160083858,nan,nan,1
25,2,16,chebyshev,0,0,0.0031231000320985913,1.0,nan,nan,1
25,2,17,P,4,108,0.0037443999899551272,0.9226361175954011,0.9226361175954011,0.9226361175954011,1
25,2,17,CN,15,405,0.02165199996670708,0.9568514551726803,0.8889678492340296,0.9568514551726803,1
25,2,17,HYB,19,513,0.018818099983036518,0.9516724875337714,0.8952993153928673,0.9516724875337714,1
25,2,17,CN-rand,30,810,0.042097500001545995,0.9067807249855673,0.8382455140158561,0.9067807249855673,0
25,2,17,CN-greedy,30,810,0.05333789996802807,0.9820405654986013,0.7838232327742747,0.9820405654986013,0
25,2,17,analytic,0,0,0.0006555999862030149,0.25616040043983246,nan,nan,1
25,2,17,chebyshev,0,0,0.004114000010304153,1.0,nan,nan,1
25,2,18,P,13,351,0.011947499995585531,0.9043321763036084,0.9221749504443644,0.9043321763036084,1
25,2,18,CN,22,594,0.031880300026386976,0.9509286895973047,0.8309901793621258,0.9509286895973047,1
25,2,18,HYB,23,621,0.028182199981529266,0.904561535490376,0.8309901793621258,0.904561535490376,1
25,2,18,CN-rand,30,810,0.0403669000370428,0.9160775937410796,0.8751295728986939,0.9160775937410796,0
25,2,18,CN-greedy,30,810,0.051485100004356354,0.9802723340407473,0.9657669162006083,0.9802723340407473,0
25,2,18,analytic,0,0,0.0005663000047206879,0.21298789370091586,nan,nan,1
25,2,18,chebyshev,0,0,0.002937600016593933,1.0,nan,nan,1
25,2,19,P,13,351,0.012088499963283539,0.9219245807778929,0.8935714636390035,0.9219245807778929,1
25,2,19,CN,12,324,0.017480599984992296,0.8225766573758116,0.835451246121821,0.8225766573758116,1
25,2,19,HYB,8,216,0.009036399947945029,0.9222717509845072,0.9154434754214388,0.9222717509845072,1
25,2,19,CN-rand,30,810,0.04236360004870221,0.943556957238379,0.8531780777009621,0.943556957238379,0
25,2,19,CN-greedy,30,810,0.05107039998983964,0.9508770395094381,0.9660651677748867,0.9508770395094381,0
25,2,19,analytic,0,0,0.0006705000414513052,0.18860669084133408,nan,nan,1
25,2,19,chebyshev,0,0,0.0029198999982327223,1.0,nan,nan,1
25,2,20,P,5,135,0.00513390003470704,0.9350715668757327,0.9350715668757327,0.9350715668757327,1
25,2,20,CN,20,540,0.02723950002109632,0.8241924052465662,0.8666249882490042,0.8241924052465662,1
25,2,20,HYB,5,135,0.0052226000116206706,0.9317496090624341,0.9317496090624341,0.9317496090624341,1
25,2,20,CN-rand,30,810,0.03917180001735687,0.8561010917066368,0.7942002779590508,0.8561010917066368,0
25,2,20,CN-greedy,30,810,0.058528699970338494,0.9892157813796385,0.9400644251018683,0.9892157813796385,0
25,2,20,analytic,0,0,0.0006882000016048551,0.2083294946592518,nan,nan,1
25,2,20,chebyshev,0,0,0.004128699947614223,1.0,nan,nan,1
25,2,21,P,13,351,0.011889600020367652,0.8852293827549009,0.859525644760751,0.8852293827549009,1
25,2,21,CN,16,432,0.02198560000397265,0.9369361327548296,0.8153006369429427,0.9369361327548296,1
25,2,21,HYB,31,837,0.030865499982610345,0.9257912981132952,0.8153006369429427,0.9280581280540825,1
25,2,21,CN-rand,30,810,0.0401179000036791,0.8422049714619021,0.9417033697959045,0.8422049714619021,0
25,2,21,CN-greedy,30,810,0.04750929999863729,0.9865460267811376,0.9374673993317946,0.9865460267811376,0
25,2,21,analytic,0,0,0.0006139999604783952,0.20641433998228542,nan,nan,1
25,2,21,chebyshev,0,0,0.0027399000246077776,1.0,nan,nan,1
25,2,22,P,10,270,0.008928800001740456,0.9544703500329467,0.966051424031972,0.9544703500329467,1
25,2,22,CN,17,459,0.022527399996761233,0.8582909123272536,0.7737514041821901,0.8582909123272536,1
25,2,22,HYB,23,621,0.022074999986216426,0.9225882615729416,0.8222066672083089,0.9225882615729416,1
25,2,22,CN-rand,30,810,0.04267779999645427,0.942313999950418,0.9163788894101438,0.942313999950418,0
25,2,22,CN-greedy,30,810,0.04720840003574267,0.9683797348731401,0.9343630231168271,0.9683797348731401,0
25,2,22,analytic,0,0,0.0009958000155165792,0.25096181276504437,nan,nan,1
25,2,22,chebyshev,0,0,0.0027640999760478735,1.0,nan,nan,1
25,2,23,P,20,540,0.01885059999767691,0.9330956240103041,0.9166044728381388,0.9330956240103041,1
25,2,23,CN,16,432,0.020396699954289943,0.9298427535774481,0.9721555947021346,0.9298427535774481,1
25,2,23,HYB,11,297,0.013345099985599518,0.920578024204715,0.9721555947021346,0.920578024204715,1
25,2,23,CN-rand,30,810,0.04020079999463633,0.926449204057732,0.9624398759117593,0.926449204057732,0
25,2,23,CN-greedy,30,810,0.04924680001568049,0.9618828821550769,0.8827079042410545,0.9618828821550769,0
25,2,23,analytic,0,0,0.0005797999911010265,0.22883756735045663,nan,nan,1
25,2,23,chebyshev,0,0,0.0027452000067569315,1.0,nan,nan,1
25,2,24,P,6,162,0.00529669999377802,0.9781693106685757,0.976081178022882,0.9781693106685757,1
25,2,24,CN,12,324,0.015901200007647276,0.8982137244938097,0.8744163150695962,0.8982137244938097,1
25,2,24,HYB,12,324,0.011929399974178523,0.9757084756206855,0.9500460732298367,0.9757084756206855,1
25,2,24,CN-rand,30,810,0.04293200001120567,0.9972331262469781,0.906652769164553,0.9972331262469781,0
25,2,24,CN-greedy,30,810,0.04827249998925254,0.9722045374524335,0.9401114609020909,0.9722045374524335,0
25,2,24,analytic,0,0,0.0005920000257901847,0.24236756605933707,nan,nan,1
25,2,24,chebyshev,0,0,0.002856200037058443,1.0,nan,nan,1
25,2,25,P,11,297,0.009870900015812367,0.9738743476569705,0.982282305869596,0.9738743476569705,1
25,2,25,CN,15,405,0.02037949999794364,0.9063870114635816,0.9436477876368841,0.9063870114635816,1
25,2,25,HYB,14,378,0.014731800009030849,0.9746661699632944,0.9436477876368841,0.9746661699632944,1
25,2,25,CN-rand,30,810,0.039756699989084154,0.9518039852298761,0.9943823344144913,0.9518039852298761,0
25,2,25,CN-greedy,30,810,0.048980899970047176,0.9914713339684064,0.9491714557905585,0.9914713339684064,0
25,2,25,analytic,0,0,0.0006012999801896513,0.22092440771890648,nan,nan,1
25,2,25,chebyshev,0,0,0.003015899972524494,1.0,nan,nan,1
25,2,26,P,5,135,0.004534500010777265,0.8781706893575179,0.8781706893575179,0.8781706893575179,1
25,2,26,CN,20,540,0.026237200014293194,0.8383956339017327,0.8732030962942842,0.8383956339017327,1
25,2,26,HYB,14,378,0.01459520001662895,0.8856037363808511,0.9160058084215874,0.8856037363808511,1
25,2,26,CN-rand,30,810,0.03996740002185106,0.8399635747426393,0.8249155823784438,0.8399635747426393,0
25,2,26,CN-greedy,30,810,0.04715850000502542,0.9867592811924909,0.8358365362720834,0.9867592811924909,0
25,2,26,analytic,0,0,0.0005959999980404973,0.2275756377053848,nan,nan,1
25,2,26,chebyshev,0,0,0.00286250002682209,1.0,nan,nan,1
25,2,27,P,7,189,0.006983199971728027,0.8779698752851364,0.881553715254049,0.8779698752851364,1
25,2,27,CN,18,486,0.02324159996351227,0.8070400898866664,0.6660424713218532,0.8070400898866664,1
25,2,27,HYB,26,702,0.026952499989420176,0.8548586421436537,0.6660424713218532,0.8548586421436537,1
25,2,27,CN-rand,30,810,0.03906239999923855,0.8477968757312382,0.9084613971196837,0.8477968757312382,0
25,2,27,CN-greedy,30,810,0.0468560999725014,0.9815505526554056,0.8109732441241564,0.9815505526554056,0
25,2,27,analytic,0,0,0.0005759999621659517,0.22735372454032884,nan,nan,1
25,2,27,chebyshev,0,0,0.002741800039075315,1.0,nan,nan,1
25,2,28,P,9,243,0.008048999996390194,0.8177161588659031,0.807394006619937,0.8177161588659031,1
25,2,28,CN,17,459,0.02201090002199635,0.7951933485267432,0.6646981398708406,0.7951933485267432,1
25,2,28,HYB,26,702,0.0262246000347659,0.8188863844697248,0.6646981398708406,0.8188863844697248,1
25,2,28,CN-rand,30,810,0.038820100016891956,0.8426191957733504,0.7472383135052652,0.8426191957733504,0
25,2,28,CN-greedy,30,810,0.04729879996739328,0.9867327566140188,0.9117106213757401,0.9867327566140188,0
25,2,28,analytic,0,0,0.0006022999878041446,0.19573906992619491,nan,nan,1
25,2,28,chebyshev,0,0,0.002723400015383959,1.0,nan,nan,1
25,2,29,P,7,189,0.006322400004137307,0.8719341986618454,0.8756789169757824,0.8719341986618454,1
25,2,29,CN,2,54,0.0033573000109754503,0.8807275892097212,0.8807275892097212,0.8807275892097212,1
25,2,29,HYB,16,432,0.01598680001916364,0.8727361998589934,0.9126430769702538,0.8727361998589934,1
25,2,29,CN-rand,30,810,0.04093419999117032,0.8842863989529473,0.8410801147335256,0.8842863989529473,0
25,2,29,CN-greedy,30,810,0.049852400028612465,0.9943950174920712,0.7620909788110807,0.9943950174920712,0
25,2,29,analytic,0,0,0.0005780999781563878,0.2190040396898382,nan,nan,1
25,2,29,chebyshev,0,0,0.0027433999930508435,1.0,nan,nan,1
50,2,0,P,6,312,0.011721300019416958,0.9492361458834911,0.9510515049524172,0.9492361458834911,1
50,2,0,CN,17,884,0.04253370000515133,0.8612578060480985,0.7624221357207238,0.8612578060480985,1
50,2,0,HYB,24,1248,0.04613709996920079,0.9193097159263866,0.7624221357207238,0.9193097159263866,1
50,2,0,CN-rand,30,1560,0.07482430001255125,0.9398288705858334,0.9053042325243313,0.9398288705858334,0
50,2,0,CN-greedy,30,1560,0.09228450001683086,0.9780556019364459,0.8877010700191226,0.9780556019364459,0
50,2,0,analytic,0,0,0.0005145999602973461,0.11886985441650157,nan,nan,1
50,2,0,chebyshev,0,0,0.002960400015581399,1.0,nan,nan,1
50,2,1,P,10,520,0.017573699995409697,0.9613848700587081,0.9717504364387148,0.9613848700587081,1
50,2,1,CN,17,884,0.04399620002368465,0.8058030799100577,0.8567527697139043,0.8058030799100577,1
50,2,1,HYB,17,884,0.034320599981583655,0.9315041288653733,0.8567527697139043,0.9315041288653733,1
50,2,1,CN-rand,30,1560,0.07934970001224428,0.9585033820996843,0.7640077935475373,0.9585033820996843,0
50,2,1,CN-greedy,30,1560,0.09479899995494634,0.9914930360069965,0.9279526107575118,0.9914930360069965,0
50,2,1,analytic,0,0,0.0005505000008270144,0.14901187199760957,nan,nan,1
50,2,1,chebyshev,0,0,0.0031559999915771186,1.0,nan,nan,1
50,2,2,P,8,416,0.015901299950201064,0.9170347314173849,0.9222398759404535,0.9170347314173849,1
50,2,2,CN,24,1248,0.06028400000650436,0.8718715064936324,0.7313837242753828,0.8718715064936324,1
50,2,2,HYB,26,1352,0.0469120999914594,0.8892463969329928,0.780363412839573,0.8892463969329928,1
50,2,2,CN-rand,30,1560,0.07592279999516904,0.899973841526416,0.7941545535122144,0.899973841526416,0
50,2,2,CN-greedy,30,1560,0.09717899997485802,0.9947396338242092,0.8683977504089496,0.9947396338242092,0
50,2,2,analytic,0,0,0.0004545000265352428,0.1117553188537814,nan,nan,1
50,2,2,chebyshev,0,0,0.0029571999912150204,1.0,nan,nan,1
50,2,3,P,4,208,0.006884500035084784,0.8805382970902386,0.8805382970902386,0.8805382970902386,1
50,2,3,CN,18,936,0.045051900029648095,0.9598439556611275,0.8497713823153883,0.9598439556611275,1
50,2,3,HYB,8,416,0.017577999969944358,0.8688087246797614,0.8497713823153883,0.8688087246797614,1
50,2,3,CN-rand,30,1560,0.07802449999144301,0.9105438932442773,0.942223497652447,0.9105438932442773,0
50,2,3,CN-greedy,30,1560,0.09342459996696562,0.96934969009102,0.8107223185816714,0.96934969009102,0
50,2,3,analytic,0,0,0.0005249000387266278,0.13048750414256424,nan,nan,1
50,2,3,chebyshev,0,0,0.002897600003052503,1.0,nan,nan,1
50,2,4,P,18,936,0.032080600038170815,0.9163205749791821,0.9475578061304599,0.9163205749791821,1
50,2,4,CN,12,624,0.03026760002830997,0.8848801203884004,0.893631067913251,0.8848801203884004,1
50,2,4,HYB,11,572,0.020387500000651926,0.9173293020244504,0.9296430831358394,0.9173293020244504,1
50,2,4,CN-rand,30,1560,0.07505280000623316,0.9050186606058438,0.941111072301543,0.9050186606058438,0
50,2,4,CN-greedy,30,1560,0.09330589999444783,0.9807751212432524,0.9230788093250868,0.9807751212432524,0
50,2,4,analytic,0,0,0.0005175999831408262,0.10816781802481638,nan,nan,1
50,2,4,chebyshev,0,0,0.002886700036469847,1.0,nan,nan,1
50,2,5,P,5,260,0.009109699982218444,0.9468370197910273,0.9468370197910273,0.9468370197910273,1
50,2,5,CN,24,1248,0.06038009998155758,0.7638523432198284,0.8180926861011196,0.7638523432198284,1
50,2,5,HYB,12,624,0.022362600022461265,0.9379922994190699,0.9116326457395869,0.9379922994190699,1
50,2,5,CN-rand,30,1560,0.07746529998257756,0.9012012485671158,0.9305719902366498,0.9012012485671158,0
50,2,5,CN-greedy,30,1560,0.09568500000750646,0.959945192488253,0.9148658700833636,0.959945192488253,0
50,2,5,analytic,0,0,0.0005377000197768211,0.13211098130092347,nan,nan,1
50,2,5,chebyshev,0,0,0.0030219999607652426,1.0,nan,nan,1
50,2,6,P,7,364,0.011997299967333674,0.9107827686307037,0.9145954317382236,0.9107827686307037,1
50,2,6,CN,16,832,0.04829170001903549,0.9714518993259651,0.850354306267846,0.9714518993259651,1
50,2,6,HYB,22,1144,0.05684500001370907,0.9112714129662997,0.850354306267846,0.9112714129662997,1
50,2,6,CN-rand,30,1560,0.07806150004034862,0.8923974748212226,0.7592962706665851,0.8923974748212226,0
50,2,6,CN-greedy,30,1560,0.09408670000266284,0.9875511227814726,0.941552118192197,0.9875511227814726,0
50,2,6,analytic,0,0,0.0004456000169739127,0.11255188814791708,nan,nan,1
50,2,6,chebyshev,0,0,0.002954099967610091,1.0,nan,nan,1
50,2,7,P,7,364,0.012273000029381365,0.9262628033323762,0.9219233022974213,0.9262628033323762,1
50,2,7,CN,16,832,0.04561740002827719,0.9162450648177198,0.8521446837865445,0.9162450648177198,1
50,2,7,HYB,22,1144,0.050511800043750554,0.9262061105524998,0.8573028279979693,0.9262061105524998,1
50,2,7,CN-rand,30,1560,0.07828959997277707,0.9137984277549458,0.9052891750279667,0.9137984277549458,0
50,2,7,CN-greedy,30,1560,0.09386270004324615,0.9736844632659928,0.9561162262761216,0.9736844632659928,0
50,2,7,analytic,0,0,0.0005297000170685351,0.11658940828652974,nan,nan,1
50,2,7,chebyshev,0,0,0.0030512000084854662,1.0,nan,nan,1
50,2,8,P,17,884,0.029976400022860616,0.9114388467121453,0.9452772476846355,0.9114388467121453,1
50,2,8,CN,13,676,0.032570999988820404,0.9093447816080944,0.836631822603444,0.9093447816080944,1
50,2,8,HYB,23,1196,0.04543360002571717,0.8950890754508377,0.836631822603444,0.8950890754508377,1
50,2,8,CN-rand,30,1560,0.07573330000741407,0.8604401070514516,0.9116581906527064,0.8604401070514516,0
50,2,8,CN-greedy,30,1560,0.09793730004457757,0.9725676480049077,0.9008100435765571,0.9725676480049077,0
50,2,8,analytic,0,0,0.0004735999973490834,0.10310990717440306,nan,nan,1
50,2,8,chebyshev,0,0,0.0029611000209115446,1.0,nan,nan,1
50,2,9,P,19,988,0.03369010001188144,0.9382856433071376,0.9492907257289093,0.9382856433071376,1
50,2,9,CN,15,780,0.03754659998230636,0.9034878692685732,0.8452171087998094,0.9034878692685732,1
50,2,9,HYB,17,884,0.030997299996670336,0.9151040706679456,0.883610876092314,0.9151040706679456,1
50,2,9,CN-rand,30,1560,0.0831260000122711,0.9081631803974549,0.7244710950053035,0.9081631803974549,0
50,2,9,CN-greedy,30,1560,0.09540439996635541,0.9856154909739702,0.8594607908175755,0.9856154909739702,0
50,2,9,analytic,0,0,0.0005234000273048878,0.1191481424237152,nan,nan,1
50,2,9,chebyshev,0,0,0.0029731999966315925,1.0,nan,nan,1
50,2,10,P,18,936,0.03219080000417307,0.9353055054644114,0.9106164678265984,0.9353055054644114,1
50,2,10,CN,20,1040,0.049268400005530566,0.9386628748202015,0.8371068911600162,0.9386628748202015,1
50,2,10,HYB,22,1144,0.043183700006920844,0.9355531143222754,0.8607109389214603,0.9355531143222754,1
50,2,10,CN-rand,30,1560,0.07846389996120706,0.9544115095740072,0.6560385343616298,0.9544115095740072,0
50,2,10,CN-greedy,30,1560,0.09513210004661232,0.9714534675274092,0.9461326313098112,0.9714534675274092,0
50,2,10,analytic,0,0,0.0005215999553911388,0.11695271469825483,nan,nan,1
50,2,10,chebyshev,0,0,0.002925500040873885,1.0,nan,nan,1
50,2,11,P,9,468,0.01607100002001971,0.8820230617926773,0.8712828051007141,0.8820230617926773,1
50,2,11,CN,17,884,0.04335870000068098,0.9802833282604447,0.8589178876628382,0.9802833282604447,1
50,2,11,HYB,24,1248,0.047748499957378954,0.9153945868141953,0.8589178876628382,0.9153945868141953,1
50,2,11,CN-rand,30,1560,0.07780510000884533,0.8312655477019621,0.8780225878448996,0.8312655477019621,0
50,2,11,CN-greedy,30,1560,0.09371729998383671,0.9817473320189943,0.938634093630204,0.9817473320189943,0
50,2,11,analytic,0,0,0.0005507000023499131,0.11568370135636345,nan,nan,1
50,2,11,chebyshev,0,0,0.002900299965403974,1.0,nan,nan,1
50,2,12,P,7,364,0.011982599971815944,0.9450966884374368,0.938870235159881,0.9450966884374368,1
50,2,12,CN,16,832,0.0407017000252381,0.8311286406690727,0.8757840867750702,0.8311286406690727,1
50,2,12,HYB,12,624,0.024727299984078854,0.9369808157487711,0.9118889178347235,0.9369808157487711,1
50,2,12,CN-rand,30,1560,0.07623280002735555,0.9176139867648502,0.8954250034726932,0.9176139867648502,0
50,2,12,CN-greedy,30,1560,0.09270650002872571,0.984215295979006,0.7679890849766443,0.984215295979006,0
50,2,12,analytic,0,0,0.0005216000135987997,0.144807042135243,nan,nan,1
50,2,12,chebyshev,0,0,0.00305649999063462,1.0,nan,nan,1
50,2,13,P,5,260,0.010189199994783849,0.9473851664042826,0.9473851664042826,0.9473851664042826,1
50,2,13,CN,15,780,0.03829779999796301,0.880657670648093,0.7843426295618405,0.880657670648093,1
50,2,13,HYB,23,1196,0.05206389998784289,0.9293473275953721,0.7843426295618405,0.9293473275953721,1
50,2,13,CN-rand,30,1560,0.08021229994483292,0.9274191041116893,0.8295873523441482,0.9274191041116893,0
50,2,13,CN-greedy,30,1560,0.09707259997958317,0.9350649173589143,0.9741158109817417,0.9350649173589143,0
50,2,13,analytic,0,0,0.0006125000072643161,0.11381926012762467,nan,nan,1
50,2,13,chebyshev,0,0,0.002947600034531206,1.0,nan,nan,1
50,2,14,P,6,312,0.01068959996337071,0.9207461431997974,0.922471888816841,0.9207461431997974,1
50,2,14,CN,23,1196,0.05868970003211871,0.874596122931542,0.7424405876625464,0.874596122931542,1
50,2,14,HYB,23,1196,0.0472213999601081,0.921848767755199,0.8335068452445644,0.921848767755199,1
50,2,14,CN-rand,30,1560,0.0768159000435844,0.9038053077919521,0.9306625168284973,0.9038053077919521,0
50,2,14,CN-greedy,30,1560,0.09249459998682141,0.9813381331614754,0.9013574201570392,0.9813381331614754,0
50,2,14,analytic,0,0,0.0005632999818772078,0.11926664854920893,nan,nan,1
50,2,14,chebyshev,0,0,0.0029939000378362834,1.0,nan,nan,1
50,2,15,P,10,520,0.017565399990417063,0.920727032850826,0.9332727865973213,0.920727032850826,1
50,2,15,CN,25,1300,0.06299040000885725,0.9707711492380992,0.7482372984862475,0.9707711492380992,1
50,2,15,HYB,28,1456,0.05541489995084703,0.9198581741730093,0.7482372984862475,0.9198581741730093,1
50,2,15,CN-rand,30,1560,0.07542480004485697,0.9251322781986518,0.8347434860204817,0.9251322781986518,0
50,2,15,CN-greedy,30,1560,0.09351059998152778,0.9819538479422882,0.923983010337328,0.9819538479422882,0
50,2,15,analytic,0,0,0.0005235000280663371,0.13199057153371013,nan,nan,1
50,2,15,chebyshev,0,0,0.0029115999932400882,1.0,nan,nan,1
50,2,16,P,5,260,0.008653900003992021,0.935457833436332,0.935457833436332,0.935457833436332,1
50,2,16,CN,18,936,0.04471879999618977,0.8905563128153183,0.7755554159133997,0.8905563128153183,1
50,2,16,HYB,24,1248,0.0450806999579072,0.9433950177994866,0.8256790520783573,0.9433950177994866,1
50,2,16,CN-rand,30,1560,0.07860339997569099,0.9473838568637392,0.8130517567170461,0.9473838568637392,0
50,2,16,CN-greedy,30,1560,0.09705789998406544,0.9787076518468758,0.8574533073280655,0.9787076518468758,0
50,2,16,analytic,0,0,0.0005144000169821084,0.12812728667297033,nan,nan,1
50,2,16,chebyshev,0,0,0.0030066000181250274,1.0,nan,nan,1
50,2,17,P,6,312,0.010864000010769814,0.919520519692914,0.9214759038600682,0.919520519692914,1
50,2,17,CN,28,1456,0.07790660002501681,0.9161563813920908,0.783543582314792,0.9161563813920908,1
50,2,17,HYB,23,1196,0.04182599997147918,0.9182068291480012,0.8978660039322814,0.9182068291480012,1
50,2,17,CN-rand,30,1560,0.07698680000612512,0.782932332942881,0.8451497345915457,0.782932332942881,0
50,2,17,CN-greedy,30,1560,0.09305680001853034,0.9969316353013588,0.885955741777149,0.9969316353013588,0
50,2,17,analytic,0,0,0.0006014999817125499,0.11949003418797338,nan,nan,1
50,2,17,chebyshev,0,0,0.002962400030810386,1.0,nan,nan,1
50,2,18,P,18,936,0.03166199999395758,0.8946103559767724,0.9337080097205587,0.8946103559767724,1
50,2,18,CN,16,832,0.04026159999193624,0.8884296251811572,0.8004249945841312,0.8884296251811572,1
50,2,18,HYB,20,1040,0.04068200004985556,0.8708640021186332,0.8004249945841312,0.8708640021186332,1
50,2,18,CN-rand,30,1560,0.07747660001041368,0.8896779129295717,0.9864721020350027,0.8896779129295717,0
50,2,18,CN-greedy,30,1560,0.09388130001025274,0.9743407555240133,0.8836791729927816,0.9743407555240133,0
50,2,18,analytic,0,0,0.0005184000474400818,0.1428953494996504,nan,nan,1
50,2,18,chebyshev,0,0,0.0029219999560154974,1.0,nan,nan,1
50,2,19,P,7,364,0.012218300020322204,0.9149683820906716,0.91906137536744,0.9149683820906716,1
50,2,19,CN,19,988,0.051774200052022934,0.8217352936982756,0.6871836087984847,0.8217352936982756,1
50,2,19,HYB,28,1456,0.055179999966640025,0.8863520602386984,0.6871836087984847,0.8863520602386984,1
50,2,19,CN-rand,30,1560,0.07819729996845126,0.8879279301499773,0.9282379168068147,0.8879279301499773,0
50,2,19,CN-greedy,30,1560,0.09286109998356551,0.976789294881577,0.8638197777584778,0.976789294881577,0
50,2,19,analytic,0,0,0.0005425999988801777,0.1285287943895711,nan,nan,1
50,2,19,chebyshev,0,0,0.003283000027295202,1.0,nan,nan,1
50,2,20,P,4,208,0.00697829999262467,0.9152759708968111,0.9152759708968111,0.9152759708968111,1
50,2,20,CN,19,988,0.047309799992945045,0.8924087639939872,0.7801259247314072,0.8924087639939872,1
50,2,20,HYB,24,1248,0.0454040999757126,0.9273036133616644,0.838347003672189,0.9273036133616644,1
50,2,20,CN-rand,30,1560,0.07860770000843331,0.8831220318263302,0.925611200181239,0.8831220318263302,0
50,2,20,CN-greedy,30,1560,0.09609890001593158,0.996208390031977,0.88522945186529,0.996208390031977,0
50,2,20,analytic,0,0,0.0005314999725669622,0.14161300361927995,nan,nan,1
50,2,20,chebyshev,0,0,0.0029765000217594206,1.0,nan,nan,1
50,2,21,P,6,312,0.013532100012525916,0.9591619377949255,0.9568709731454484,0.9591619377949255,1
50,2,21,CN,15,780,0.04174120002426207,0.9702354951966619,0.875707986906301,0.9702354951966619,1
50,2,21,HYB,15,780,0.032547199982218444,0.9225462427037556,0.875707986906301,0.9225462427037556,1
50,2,21,CN-rand,30,1560,0.07656330004101619,0.9239215343833381,0.8968170052700142,0.9239215343833381,0
50,2,21,CN-greedy,30,1560,0.09433630004059523,0.9808531060364664,0.9130825922363047,0.9808531060364664,0
50,2,21,analytic,0,0,0.0005224000196903944,0.1351328140281319,nan,nan,1
50,2,21,chebyshev,0,0,0.0029503999976441264,1.0,nan,nan,1
50,2,22,P,4,208,0.006886899995151907,0.8918678866136533,0.8918678866136533,0.8918678866136533,1
50,2,22,CN,27,1404,0.06876559997908771,0.8493377949584954,0.9010214870194235,0.8493377949584954,1
50,2,22,HYB,14,728,0.026444500021170825,0.9167456906160965,0.9572814108088773,0.9167456906160965,1
50,2,22,CN-rand,30,1560,0.07713519997196272,0.9679640959004996,0.8509826387797849,0.9679640959004996,0
50,2,22,CN-greedy,30,1560,0.0954073999891989,0.9899119742031297,0.9461149765580195,0.9899119742031297,0
50,2,22,analytic,0,0,0.0005196999991312623,0.12005277238469299,nan,nan,1
50,2,22,chebyshev,0,0,0.0029179000412113965,1.0,nan,nan,1
50,2,23,P,5,260,0.008751599991228431,0.931862938023878,0.931862938023878,0.931862938023878,1
50,2,23,CN,16,832,0.0421030999859795,0.8362445417709684,0.7893174416027879,0.8362445417709684,1
50,2,23,HYB,16,832,0.02899500000057742,0.9295447083810869,0.8764751521299035,0.9295447083810869,1
50,2,23,CN-rand,30,1560,0.07521470001665875,0.8998071871382416,0.9351494089112873,0.8998071871382416,0
50,2,23,CN-greedy,30,1560,0.09673410002142191,0.977861892342455,0.9763055275320051,0.977861892342455,0
50,2,23,analytic,0,0,0.0004884999943897128,0.11076294623751798,nan,nan,1
50,2,23,chebyshev,0,0,0.0031439000158570707,1.0,nan,nan,1
50,2,24,P,8,416,0.013926599989645183,0.9538944339061252,0.9451797409776661,0.9538944339061252,1
50,2,24,CN,22,1144,0.05578939995029941,0.7127539625599004,0.5640471523280198,0.7127539625599004,1
50,2,24,HYB,30,1560,0.06189650000305846,0.9538825777127138,0.5640471523280198,0.9538825777127138,1
50,2,24,CN-rand,30,1560,0.08093190001090989,0.8884387958518478,0.947251159356373,0.8884387958518478,0
50,2,24,CN-greedy,30,1560,0.10630079999100417,0.995449911895963,0.788700329347497,0.995449911895963,0
50,2,24,analytic,0,0,0.0005315000307746232,0.13268501127504234,nan,nan,1
50,2,24,chebyshev,0,0,0.0030083999736234546,1.0,nan,nan,1
50,2,25,P,4,208,0.009567799977958202,0.89472654818054,0.89472654818054,0.89472654818054,1
50,2,25,CN,15,780,0.04256519995396957,0.7883034784890098,0.8338439736715639,0.7883034784890098,1
50,2,25,HYB,11,572,0.024845600011758506,0.8847146248359254,0.8619311174722405,0.8847146248359254,1
50,2,25,CN-rand,30,1560,0.08010900003137067,0.914768941255367,0.6578293172841898,0.914768941255367,0
50,2,25,CN-greedy,30,1560,0.09841670002788305,0.9613804961280249,0.8188316191178356,0.9613804961280249,0
50,2,25,analytic,0,0,0.0005210999515838921,0.14624777401083974,nan,nan,1
