m,n,rep,method,sweeps,chords,seconds,relC_final,relC@5,relC@30,converged
50,2,25,chebyshev,0,0,0.0029019000357948244,1.0,nan,nan,1
50,2,26,P,4,208,0.006937600031960756,0.9351844746269342,0.9351844746269342,0.9351844746269342,1
50,2,26,CN,13,676,0.033763699990231544,0.8386542750927256,0.8523706979351565,0.8386542750927256,1
50,2,26,HYB,6,312,0.01293440000154078,0.9289140937821498,0.9265120207120144,0.9289140937821498,1
50,2,26,CN-rand,30,1560,0.07870030001504347,0.9617285626227317,0.7330919605092232,0.9617285626227317,0
50,2,26,CN-greedy,30,1560,0.09478460001992062,0.9814072751801411,0.8544248525386282,0.9814072751801411,0
50,2,26,analytic,0,0,0.0005233000265434384,0.14657574678893331,nan,nan,1
50,2,26,chebyshev,0,0,0.003049299994017929,1.0,nan,nan,1
50,2,27,P,4,208,0.006916199985425919,0.9454534935514167,0.9454534935514167,0.9454534935514167,1
50,2,27,CN,6,312,0.015454000036697835,0.8808401522232107,0.8826353713929191,0.8808401522232107,1
50,2,27,HYB,7,364,0.013670200016349554,0.9430169610142211,0.937199563256941,0.9430169610142211,1
50,2,27,CN-rand,30,1560,0.10608270001830533,0.9269673888143287,0.8697636200029397,0.9269673888143287,0
50,2,27,CN-greedy,30,1560,0.09415059996536002,0.994582612848296,0.9113893677809465,0.994582612848296,0
50,2,27,analytic,0,0,0.0005707000382244587,0.16301696547629002,nan,nan,1
50,2,27,chebyshev,0,0,0.003004099999088794,1.0,nan,nan,1
50,2,28,P,4,208,0.007029999978840351,0.8993385655161936,0.8993385655161936,0.8993385655161936,1
50,2,28,CN,15,780,0.03892440005438402,0.9007656550752497,0.8006151223371432,0.9007656550752497,1
50,2,28,HYB,21,1092,0.040947799978312105,0.8774689461599756,0.8006151223371432,0.8774689461599756,1
50,2,28,CN-rand,30,1560,0.07656700001098216,0.9280117860186291,0.9253554732622062,0.9280117860186291,0
50,2,28,CN-greedy,30,1560,0.09580589999677613,0.9948704850257031,0.8989201266415529,0.9948704850257031,0
50,2,28,analytic,0,0,0.0005389999714680016,0.13791599706124721,nan,nan,1
50,2,28,chebyshev,0,0,0.0028910000110045075,1.0,nan,nan,1
50,2,29,P,5,260,0.009423299983609468,0.952909149330052,0.952909149330052,0.952909149330052,1
50,2,29,CN,20,1040,0.05047119996743277,0.8844961370620501,0.8032304969482763,0.8844961370620501,1
50,2,29,HYB,21,1092,0.0377909000380896,0.9601199048314994,0.8866947390358662,0.9601199048314994,1
50,2,29,CN-rand,30,1560,0.0773798999725841,0.9548669739932503,0.6488464884901219,0.9548669739932503,0
50,2,29,CN-greedy,30,1560,0.09298939997097477,0.9774549639126201,0.8634379125815603,0.9774549639126201,0
50,2,29,analytic,0,0,0.0005224999622441828,0.1256213184868463,nan,nan,1
50,2,29,chebyshev,0,0,0.002981300000101328,1.0,nan,nan,1
100,10,0,P,5,550,0.019605399982538074,0.8102705580768992,0.8102705580768992,0.8102705580768992,1
100,10,0,CN,12,1320,0.07244230003561825,0.5370582355697852,0.4849477243215692,0.5370582355697852,1
100,10,0,HYB,10,1100,0.046074400015641004,0.6291628827260309,0.5851357521299827,0.6291628827260309,1
100,10,0,CN-rand,30,3300,0.17597919999388978,0.5407093352443986,0.389716537926438,0.5407093352443986,0
100,10,0,CN-greedy,30,3300,0.21677050000289455,0.6178594575773143,0.27349982400659484,0.6178594575773143,0
100,10,0,analytic,0,0,0.0007710999925620854,0.20540421893416236,nan,nan,1
100,10,0,chebyshev,0,0,0.004596100014168769,1.0,nan,nan,1
100,10,1,P,6,660,0.022581500001251698,0.8267476731234152,0.8263745431733805,0.8267476731234152,1
100,10,1,CN,16,1760,0.09920970001257956,0.6457781245982531,0.5894511672851461,0.6457781245982531,1
100,10,1,HYB,26,2860,0.10779430001275614,0.7340220294964588,0.6281797626462801,0.7340220294964588,1
100,10,1,CN-rand,30,3300,0.17071009997744113,0.47745208063625594,0.5385422427895545,0.47745208063625594,0
100,10,1,CN-greedy,30,3300,0.2127057000179775,0.8024113308885287,0.341635017373403,0.8024113308885287,0
100,10,1,analytic,0,0,0.0007034000009298325,0.1831130429141906,nan,nan,1
100,10,1,chebyshev,0,0,0.005721400026232004,1.0,nan,nan,1
100,10,2,P,6,660,0.024101499991957098,0.8134887688177758,0.8171404645242195,0.8134887688177758,1
100,10,2,CN,98,10780,0.590095299994573,0.6376176216682439,0.5513727238881801,0.6073092627058656,1
100,10,2,HYB,17,1870,0.07071199995698407,0.6473821307101281,0.6428193331742537,0.6473821307101281,1
100,10,2,CN-rand,30,3300,0.16772170003969222,0.41044600261825176,0.6428322807844714,0.41044600261825176,0
100,10,2,CN-greedy,30,3300,0.2179109999560751,0.5618423906988648,0.25735234241734956,0.5618423906988648,0
100,10,2,analytic,0,0,0.0007793999975547194,0.20776117163811497,nan,nan,1
100,10,2,chebyshev,0,0,0.004430999979376793,1.0,nan,nan,1
100,10,3,P,5,550,0.01924619998317212,0.8215503482967056,0.8215503482967056,0.8215503482967056,1
100,10,3,CN,106,11660,0.6040763999917544,0.5715054749930797,0.607922366193277,0.6806315979016426,1
100,10,3,HYB,9,990,0.038569999975152314,0.6551684515800339,0.6127847012525464,0.6551684515800339,1
100,10,3,CN-rand,30,3300,0.18292320001637563,0.5826885603150761,0.4943858368155162,0.5826885603150761,0
100,10,3,CN-greedy,30,3300,0.21843039995292202,0.6441846224784519,0.35373283078011974,0.6441846224784519,0
100,10,3,analytic,0,0,0.000729600025806576,0.19801045346491583,nan,nan,1
100,10,3,chebyshev,0,0,0.004488500009756535,1.0,nan,nan,1
100,10,4,P,8,880,0.031183000013697892,0.7716020876524035,0.7822392973914937,0.7716020876524035,1
100,10,4,CN,27,2970,0.15487130003748462,0.5283942700566484,0.4687470876770942,0.5283942700566484,1
100,10,4,HYB,7,770,0.03386650001630187,0.5499873472989898,0.5381359691757983,0.5499873472989898,1
100,10,4,CN-rand,30,3300,0.17198270000517368,0.26441033165227035,0.31484261868592583,0.26441033165227035,0
100,10,4,CN-greedy,30,3300,0.21400969999376684,0.6310512282621965,0.27961083953068233,0.6310512282621965,0
100,10,4,analytic,0,0,0.000742000003810972,0.19320036556953485,nan,nan,1
100,10,4,chebyshev,0,0,0.004605900030583143,1.0,nan,nan,1
100,10,5,P,7,770,0.026979600021149963,0.813785943380254,0.8145476132204691,0.813785943380254,1
100,10,5,CN,47,5170,0.2717370999744162,0.6307420930103421,0.48370235377514487,0.6248290969381732,1
100,10,5,HYB,31,3410,0.1254845999646932,0.6828182367516368,0.5722770414673305,0.6800656482905814,1
100,10,5,CN-rand,30,3300,0.169423499959521,0.626280965865154,0.5316194299308616,0.626280965865154,0
100,10,5,CN-greedy,30,3300,0.22096859995508566,0.7382065335165106,0.25936070300544,0.7382065335165106,0
100,10,5,analytic,0,0,0.0007539999787695706,0.1819951746012741,nan,nan,1
100,10,5,chebyshev,0,0,0.004103899991605431,1.0,nan,nan,1
100,10,6,P,6,660,0.022969599987845868,0.8146151609513863,0.8157153800927599,0.8146151609513863,1
100,10,6,CN,37,4070,0.20540380000602454,0.6237661594961056,0.49812823754478647,0.6461679013239029,1
100,10,6,HYB,20,2200,0.08532559999730438,0.7198971926765451,0.5913417698345467,0.7198971926765451,1
100,10,6,CN-rand,30,3300,0.1676177000044845,0.4465442664939213,0.48962436586249386,0.4465442664939213,0
100,10,6,CN-greedy,30,3300,0.21951719996286556,0.650396675413616,0.23295549104485727,0.650396675413616,0
100,10,6,analytic,0,0,0.0007266000029630959,0.17915937951541772,nan,nan,1
100,10,6,chebyshev,0,0,0.004577299987431616,1.0,nan,nan,1
100,10,7,P,5,550,0.019373800023458898,0.8074402242573447,0.8074402242573447,0.8074402242573447,1
100,10,7,CN,66,7260,0.39125289994990453,0.6159778190380509,0.5052361405126375,0.634501927067949,1
100,10,7,HYB,30,3300,0.12027489999309182,0.7141158596270284,0.5658523473467874,0.7141158596270284,1
100,10,7,CN-rand,30,3300,0.17523689998779446,0.5226756791700646,0.5749621013343889,0.5226756791700646,0
100,10,7,CN-greedy,30,3300,0.23276679997798055,0.7877745228590457,0.3049513456097709,0.7877745228590457,0
100,10,7,analytic,0,0,0.0007076000329107046,0.1863757259668094,nan,nan,1
100,10,7,chebyshev,0,0,0.004444099962711334,1.0,nan,nan,1
100,10,8,P,6,660,0.026703900017309934,0.7812889776119186,0.7762905611853679,0.7812889776119186,1
100,10,8,CN,31,3410,0.1900368999922648,0.6079235587214165,0.489615395881557,0.6072312973917791,1
100,10,8,HYB,13,1430,0.05652220000047237,0.6077895599097287,0.5695787660648562,0.6077895599097287,1
100,10,8,CN-rand,30,3300,0.17789240001002327,0.5690914246780434,0.5854849838945932,0.5690914246780434,0
100,10,8,CN-greedy,30,3300,0.21912159997737035,0.6928643553663415,0.2861268015359985,0.6928643553663415,0
100,10,8,analytic,0,0,0.0007978000212460756,0.18477877623314978,nan,nan,1
100,10,8,chebyshev,0,0,0.004859899985603988,1.0,nan,nan,1
100,10,9,P,33,3630,0.12375520000932738,0.7491345697115865,0.7787368345070401,0.7539521750478063,1
100,10,9,CN,69,7590,0.39652800001204014,0.6576014630021073,0.5442051636116666,0.6412883494369243,1
100,10,9,HYB,6,660,0.026449900004081428,0.5910615583693146,0.5835388685570218,0.5910615583693146,1
100,10,9,CN-rand,30,3300,0.17607190000126138,0.36093361475583874,0.517186349910104,0.36093361475583874,0
100,10,9,CN-greedy,30,3300,0.2145038999733515,0.6681415128120445,0.2615899950914647,0.6681415128120445,0
100,10,9,analytic,0,0,0.001527199987322092,0.1853705327348281,nan,nan,1
100,10,9,chebyshev,0,0,0.004385699983686209,1.0,nan,nan,1
100,10,10,P,5,550,0.018842699995730072,0.7767951899917372,0.7767951899917372,0.7767951899917372,1
100,10,10,CN,20,2200,0.1154750999994576,0.6253679922811988,0.5308535125074775,0.6253679922811988,1
100,10,10,HYB,7,770,0.035359199973754585,0.6353979147050614,0.6161875972146458,0.6353979147050614,1
100,10,10,CN-rand,30,3300,0.17560080002294853,0.4470896968226594,0.407076402083238,0.4470896968226594,0
100,10,10,CN-greedy,30,3300,0.21730080002453178,0.7272161543015728,0.3210850605302912,0.7272161543015728,0
100,10,10,analytic,0,0,0.000811500009149313,0.17767314549545002,nan,nan,1
100,10,10,chebyshev,0,0,0.004355799988843501,1.0,nan,nan,1
100,10,11,P,6,660,0.025721499987412244,0.7753250777509784,0.7738118703644206,0.7753250777509784,1
100,10,11,CN,30,3300,0.18162999994819984,0.6400654448072041,0.5304063827125072,0.6400654448072041,1
100,10,11,HYB,8,880,0.03577789996052161,0.6335056065147514,0.6043496620081467,0.6335056065147514,1
100,10,11,CN-rand,30,3300,0.17236009996850044,0.5516338163479855,0.4769476869770433,0.5516338163479855,0
100,10,11,CN-greedy,30,3300,0.23337869998067617,0.6685182743039054,0.2883522385512726,0.6685182743039054,0
100,10,11,analytic,0,0,0.0007275000098161399,0.1949293673731099,nan,nan,1
100,10,11,chebyshev,0,0,0.004132400033995509,1.0,nan,nan,1
100,10,12,P,5,550,0.020620700030121952,0.7910059113341885,0.7910059113341885,0.7910059113341885,1
100,10,12,CN,19,2090,0.10906759998761117,0.5006526181698425,0.4790572924371073,0.5006526181698425,1
100,10,12,HYB,15,1650,0.060062200005631894,0.6491591930856604,0.5647053187362129,0.6491591930856604,1
100,10,12,CN-rand,30,3300,0.16886299999896437,0.5677828985181017,0.7033218740811037,0.5677828985181017,0
100,10,12,CN-greedy,30,3300,0.21875210001599044,0.6540385223473469,0.2791675612319935,0.6540385223473469,0
100,10,12,analytic,0,0,0.0007931999862194061,0.195325227459549,nan,nan,1
100,10,12,chebyshev,0,0,0.005384599964600056,1.0,nan,nan,1
100,10,13,P,8,880,0.031087399984244257,0.7927249858802614,0.7876232404820869,0.7927249858802614,1
100,10,13,CN,22,2420,0.12332569999853149,0.595327773241156,0.49850535345455116,0.595327773241156,1
100,10,13,HYB,34,3740,0.1407304999884218,0.7464822200997213,0.49850535345455116,0.7310423905890688,1
100,10,13,CN-rand,30,3300,0.1744831000105478,0.40408858933355585,0.5326090707727865,0.40408858933355585,0
100,10,13,CN-greedy,30,3300,0.21267670002998784,0.6678963758842866,0.25770340580461915,0.6678963758842866,0
100,10,13,analytic,0,0,0.0007796999998390675,0.17432170757875234,nan,nan,1
100,10,13,chebyshev,0,0,0.004725100006908178,1.0,nan,nan,1
100,10,14,P,5,550,0.018651399994269013,0.7889980953208264,0.7889980953208264,0.7889980953208264,1
100,10,14,CN,20,2200,0.11625869997078553,0.5828810279126988,0.44687286511663366,0.5828810279126988,1
100,10,14,HYB,21,2310,0.08731569995870814,0.6734052006945409,0.5480023026268048,0.6734052006945409,1
100,10,14,CN-rand,30,3300,0.16834819997893646,0.4744838197535607,0.47413887087830653,0.4744838197535607,0
100,10,14,CN-greedy,30,3300,0.21582949999719858,0.7104725282340811,0.28326449309761204,0.7104725282340811,0
100,10,14,analytic,0,0,0.0007134000188671052,0.18044830738954667,nan,nan,1
100,10,14,chebyshev,0,0,0.004086999979335815,1.0,nan,nan,1
100,10,15,P,5,550,0.01895279996097088,0.80677451100795,0.80677451100795,0.80677451100795,1
100,10,15,CN,14,1540,0.08488159999251366,0.6264182669317063,0.5116520237940415,0.6264182669317063,1
100,10,15,HYB,18,1980,0.0784535999991931,0.6730390772190707,0.6013709129839907,0.6730390772190707,1
100,10,15,CN-rand,30,3300,0.16947580000851303,0.4480520460205233,0.4927248300254042,0.4480520460205233,0
100,10,15,CN-greedy,30,3300,0.21914560004370287,0.6241978886220056,0.3326688748681895,0.6241978886220056,0
100,10,15,analytic,0,0,0.0007760999724268913,0.18768217795191453,nan,nan,1
100,10,15,chebyshev,0,0,0.004404700011946261,1.0,nan,nan,1
100,10,16,P,35,3850,0.13375360000645742,0.7451035950708881,0.800427445709636,0.7521700455818303,1
100,10,16,CN,58,6380,0.3652756999945268,0.6554206792954317,0.6016263112268584,0.6199597565379866,1
100,10,16,HYB,23,2530,0.10106869996525347,0.6879750558907088,0.6533052786602505,0.6879750558907088,1
100,10,16,CN-rand,30,3300,0.17346560000441968,0.5430899391988824,0.5041248746092398,0.5430899391988824,0
100,10,16,CN-greedy,30,3300,0.22138770000310615,0.7256078873787459,0.385912019591351,0.7256078873787459,0
100,10,16,analytic,0,0,0.0008070000330917537,0.2036794707158647,nan,nan,1
100,10,16,chebyshev,0,0,0.004320499952882528,1.0,nan,nan,1
100,10,17,P,5,550,0.01995570003055036,0.7648232539086333,0.7648232539086333,0.7648232539086333,1
100,10,17,CN,43,4730,0.24841239996021613,0.6030547443430263,0.5659569799322266,0.6060479225256281,1
100,10,17,HYB,12,1320,0.054225699976086617,0.6995279002206307,0.5659569799322266,0.6995279002206307,1
100,10,17,CN-rand,30,3300,0.16933120001340285,0.3831809573372934,0.5098166034596134,0.3831809573372934,0
100,10,17,CN-greedy,30,3300,0.22133540001232177,0.6754649604058062,0.2703365293207689,0.6754649604058062,0
100,10,17,analytic,0,0,0.0007512999582104385,0.18377280324264386,nan,nan,1
100,10,17,chebyshev,0,0,0.004492899985052645,1.0,nan,nan,1
100,10,18,P,5,550,0.021806600037962198,0.7960729292703028,0.7960729292703028,0.7960729292703028,1
100,10,18,CN,83,9130,0.48145110002951697,0.6303760281111607,0.5505260928151391,0.6220909536424049,1
100,10,18,HYB,27,2970,0.10669829999096692,0.6834119161676002,0.5598515135709928,0.6834119161676002,1
100,10,18,CN-rand,30,3300,0.16801979998126626,0.4380524073765023,0.4541553493448685,0.4380524073765023,0
100,10,18,CN-greedy,30,3300,0.21749880001880229,0.7536841175960607,0.2791237827712872,0.7536841175960607,0
100,10,18,analytic,0,0,0.0007308999774977565,0.1806211402304411,nan,nan,1
100,10,18,chebyshev,0,0,0.004247300035785884,1.0,nan,nan,1
100,10,19,P,5,550,0.019332800002302974,0.7735796459486636,0.7735796459486636,0.7735796459486636,1
100,10,19,CN,20,2200,0.11385969998082146,0.590496252655928,0.45507557392131665,0.590496252655928,1
100,10,19,HYB,19,2090,0.07518149999668822,0.5750254585913432,0.488183863852314,0.5750254585913432,1
100,10,19,CN-rand,30,3300,0.16865930001949891,0.5119120960159761,0.5122426193558454,0.5119120960159761,0
100,10,19,CN-greedy,30,3300,0.23001979995751753,0.6389342481567495,0.2970360640129473,0.6389342481567495,0
100,10,19,analytic,0,0,0.0007391000399366021,0.18217300907873935,nan,nan,1
100,10,19,chebyshev,0,0,0.004518899950198829,1.0,nan,nan,1
100,10,20,P,34,3740,0.1382406000047922,0.7717616713077804,0.7943208931910227,0.7745372171174213,1
100,10,20,CN,95,10450,0.5609352000174113,0.7139314504961228,0.4907391815416638,0.6605770039251629,1
100,10,20,HYB,10,1100,0.0467816999880597,0.6139442073325949,0.5618654176016668,0.6139442073325949,1
100,10,20,CN-rand,30,3300,0.18345419998513535,0.2600463004160935,0.29975281886333605,0.2600463004160935,0
100,10,20,CN-greedy,30,3300,0.22749270003987476,0.6228305604502556,0.35280969539941415,0.6228305604502556,0
100,10,20,analytic,0,0,0.0008766999817453325,0.19546920818192715,nan,nan,1
100,10,20,chebyshev,0,0,0.004936499986797571,1.0,nan,nan,1
100,10,21,P,6,660,0.024920099996961653,0.7857418824608425,0.785692169911834,0.7857418824608425,1
100,10,21,CN,77,8470,0.46257720002904534,0.6809482998744113,0.5887292796328356,0.6959745551634198,1
100,10,21,HYB,13,1430,0.05920089996652678,0.708048652093263,0.6466631366328103,0.708048652093263,1
100,10,21,CN-rand,30,3300,0.1741967999842018,0.42687284408031895,0.5071954485837608,0.42687284408031895,0
100,10,21,CN-greedy,30,3300,0.22527529997751117,0.7254778055346872,0.3119931323782887,0.7254778055346872,0
100,10,21,analytic,0,0,0.0007183999987319112,0.17735158790698777,nan,nan,1
100,10,21,chebyshev,0,0,0.00445670000044629,1.0,nan,nan,1
100,10,22,P,12,1320,0.04953119996935129,0.7923334162560977,0.807641454708995,0.7923334162560977,1
100,10,22,CN,99,10890,0.573594699962996,0.581377687224516,0.5555140710707843,0.5531849762594592,1
100,10,22,HYB,8,880,0.03530810005031526,0.6644427676967596,0.6362567510796158,0.6644427676967596,1
100,10,22,CN-rand,30,3300,0.1791477999649942,0.4483980104592537,0.7186888647754793,0.4483980104592537,0
100,10,22,CN-greedy,30,3300,0.23055229999590665,0.7752823955333068,0.32569289924621275,0.7752823955333068,0
100,10,22,analytic,0,0,0.0007613999769091606,0.18481645647342596,nan,nan,1
100,10,22,chebyshev,0,0,0.004558600019663572,1.0,nan,nan,1
100,10,23,P,5,550,0.019456000009085983,0.8154608086062338,0.8154608086062338,0.8154608086062338,1
100,10,23,CN,77,8470,0.4677225000341423,0.7042203757329185,0.48401784632034117,0.675903590566202,1
100,10,23,HYB,35,3850,0.15661950001958758,0.6984724173921115,0.5470160960333138,0.6834709688190357,1
100,10,23,CN-rand,30,3300,0.1702878000214696,0.6347603536150817,0.555007243663563,0.6347603536150817,0
100,10,23,CN-greedy,30,3300,0.21519089996581897,0.5991662784443909,0.2825831199561436,0.5991662784443909,0
100,10,23,analytic,0,0,0.0007097999914549291,0.190345986752836,nan,nan,1
100,10,23,chebyshev,0,0,0.004515400039963424,1.0,nan,nan,1
100,10,24,P,9,990,0.03518619999522343,0.811007253690233,0.8185446480577986,0.811007253690233,1
100,10,24,CN,68,7480,0.38371009996626526,0.6571516305755906,0.5454297582812188,0.674583245189243,1
100,10,24,HYB,8,880,0.036197499954141676,0.6131618088317701,0.5829581378219101,0.6131618088317701,1
100,10,24,CN-rand,30,3300,0.1675929000484757,0.5543903770730025,0.501157708347309,0.5543903770730025,0
100,10,24,CN-greedy,30,3300,0.22168049996253103,0.622188085294052,0.3507115553450877,0.622188085294052,0
100,10,24,analytic,0,0,0.000748799997381866,0.195124976126929,nan,nan,1
100,10,24,chebyshev,0,0,0.004456499998923391,1.0,nan,nan,1
100,10,25,P,5,550,0.018824599974323064,0.7814053684444622,0.7814053684444622,0.7814053684444622,1
100,10,25,CN,18,1980,0.09806380001828074,0.652549376622286,0.5306386733631221,0.652549376622286,1
100,10,25,HYB,18,1980,0.07467350002843887,0.7379630250984002,0.5944596276834644,0.7379630250984002,1
100,10,25,CN-rand,30,3300,0.1718247999669984,0.25220403884777715,0.34415378886449555,0.25220403884777715,0
100,10,25,CN-greedy,30,3300,0.21878730005118996,0.7358550260547387,0.31429212888580677,0.7358550260547387,0
100,10,25,analytic,0,0,0.0007600999670103192,0.17979204729777415,nan,nan,1
100,10,25,chebyshev,0,0,0.004408200038596988,1.0,nan,nan,1
100,10,26,P,52,5720,0.19578030001139268,0.7425490435719603,0.798022292271412,0.7567674628220833,1
100,10,26,CN,97,10670,0.5448001000331715,0.6681843892894554,0.5201341099791181,0.6090775774865261,1
100,10,26,HYB,46,5060,0.19166449998738244,0.7162249644631181,0.608063117954483,0.708172204229699,1
100,10,26,CN-rand,30,3300,0.17217400000663474,0.5337699289286721,0.6238168607613247,0.5337699289286721,0
100,10,26,CN-greedy,30,3300,0.21673850005026907,0.8137313078449628,0.3751649598800806,0.8137313078449628,0
100,10,26,analytic,0,0,0.000708000035956502,0.1910549862393228,nan,nan,1
100,10,26,chebyshev,0,0,0.004307799972593784,1.0,nan,nan,1
100,10,27,P,6,660,0.024471899960190058,0.7902692191693592,0.7925493355284046,0.7902692191693592,1
100,10,27,CN,102,11220,0.5745898999739438,0.6636156128487106,0.5482564485392836,0.6786895781119598,1
100,10,27,HYB,27,2970,0.1123292000265792,0.7146314127212681,0.611976978446639,0.7146314127212681,1
100,10,27,CN-rand,30,3300,0.16700170002877712,0.4430597728467772,0.427446031808426,0.4430597728467772,0
100,10,27,CN-greedy,30,3300,0.21317820000695065,0.7681462128420458,0.2985610447024118,0.7681462128420458,0
100,10,27,analytic,0,0,0.0007176999934017658,0.21709168931422196,nan,nan,1
100,10,27,chebyshev,0,0,0.004393699986394495,1.0,nan,nan,1
100,10,28,P,10,1100,0.038698600023053586,0.7477357061845591,0.7588542484287037,0.7477357061845591,1
100,10,28,CN,14,1540,0.07823059998918325,0.6044023215407103,0.46994581156119264,0.6044023215407103,1
100,10,28,HYB,35,3850,0.1427210999536328,0.6632039301437846,0.5333409263988875,0.6552023886395345,1
100,10,28,CN-rand,30,3300,0.1712596999714151,0.41869151194067267,0.5560433856853256,0.41869151194067267,0
100,10,28,CN-greedy,30,3300,0.22198969998862594,0.6629726903452359,0.33876415671013105,0.6629726903452359,0
100,10,28,analytic,0,0,0.0008626999915577471,0.20269240013875234,nan,nan,1
100,10,28,chebyshev,0,0,0.004413400019984692,1.0,nan,nan,1
100,10,29,P,6,660,0.026054899964947253,0.7952464830121034,0.7958549497796176,0.7952464830121034,1
100,10,29,CN,50,5500,0.28055760002462193,0.632412886120267,0.5315092990632406,0.6661530267097607,1
100,10,29,HYB,18,1980,0.07226960000116378,0.6838124545407525,0.5716825758302354,0.6838124545407525,1
100,10,29,CN-rand,30,3300,0.16541880002478138,0.47233558676647214,0.5824999379743938,0.47233558676647214,0
100,10,29,CN-greedy,30,3300,0.21348550001857802,0.7004819079693165,0.359116600305203,0.7004819079693165,0
100,10,29,analytic,0,0,0.000770700047723949,0.1777723879341254,nan,nan,1
100,10,29,chebyshev,0,0,0.004771099949721247,1.0,nan,nan,1
200,20,0,P,4,880,0.032940000004600734,0.761768626482095,0.761768626482095,0.761768626482095,1
200,20,0,CN,12,2640,0.1473456000094302,0.5442480561848193,0.4020124095971188,0.5442480561848193,1
200,20,0,HYB,5,1100,0.047604499966837466,0.45755453077766084,0.45755453077766084,0.45755453077766084,1
200,20,0,CN-rand,30,6600,0.3970541000016965,0.4521527988856242,0.4774764464269704,0.4521527988856242,0
200,20,0,CN-greedy,30,6600,0.5091105999890715,0.4279074202691325,0.14600315863867327,0.4279074202691325,0
200,20,0,analytic,0,0,0.0009624999947845936,0.17886432219737683,nan,nan,1
200,20,0,chebyshev,0,0,0.007994299987331033,1.0,nan,nan,1
200,20,1,P,4,880,0.039538700017146766,0.7552374007304093,0.7552374007304093,0.7552374007304093,1
200,20,1,CN,16,3520,0.20272450003540143,0.5768229834008047,0.41052517467071986,0.5768229834008047,1
200,20,1,HYB,5,1100,0.04914279998047277,0.4832800529582742,0.4832800529582742,0.4832800529582742,1
200,20,1,CN-rand,30,6600,0.3983087000087835,0.3622851256334753,0.423753688147657,0.3622851256334753,0
200,20,1,CN-greedy,30,6600,0.5677863000310026,0.44722255269531314,0.20949352993922402,0.44722255269531314,0
200,20,1,analytic,0,0,0.001882700016722083,0.20440090532661484,nan,nan,1
200,20,1,chebyshev,0,0,0.010196699993684888,1.0,nan,nan,1
200,20,2,P,4,880,0.04334269999526441,0.763856064395494,0.763856064395494,0.763856064395494,1
200,20,2,CN,8,1760,0.09755499998573214,0.4647421089782694,0.4176729013167052,0.4647421089782694,1
200,20,2,HYB,5,1100,0.04928999999538064,0.5103363748187238,0.5103363748187238,0.5103363748187238,1
200,20,2,CN-rand,30,6600,0.3894822999718599,0.4276401587513319,0.32341935455526144,0.4276401587513319,0
200,20,2,CN-greedy,30,6600,0.5111891999840736,0.35556912317699413,0.14417974474357753,0.35556912317699413,0
200,20,2,analytic,0,0,0.000997499970253557,0.17318719855670112,nan,nan,1
200,20,2,chebyshev,0,0,0.008853600011207163,1.0,nan,nan,1
200,20,3,P,5,1100,0.04442029999336228,0.7536222359696857,0.7536222359696857,0.7536222359696857,1
200,20,3,CN,13,2860,0.16595629998482764,0.45970015675259757,0.42172700704752275,0.45970015675259757,1
200,20,3,HYB,5,1100,0.053554899990558624,0.47479470597565093,0.47479470597565093,0.47479470597565093,1
200,20,3,CN-rand,30,6600,0.39949420001357794,0.46477773060917843,0.49344512792662726,0.46477773060917843,0
200,20,3,CN-greedy,30,6600,0.4854373999987729,0.370015726277379,0.15323837496508935,0.370015726277379,0
200,20,3,analytic,0,0,0.0009425000171177089,0.1750487427780716,nan,nan,1
200,20,3,chebyshev,0,0,0.008122699975501746,1.0,nan,nan,1
200,20,4,P,4,880,0.03179500001715496,0.7456247170560898,0.7456247170560898,0.7456247170560898,1
200,20,4,CN,11,2420,0.13978309999220073,0.5718942683848186,0.5002559770182492,0.5718942683848186,1
200,20,4,HYB,5,1100,0.04721260000951588,0.5662026002836588,0.5662026002836588,0.5662026002836588,1
200,20,4,CN-rand,30,6600,0.37689330003922805,0.4195373976494281,0.4442103715120529,0.4195373976494281,0
200,20,4,CN-greedy,30,6600,0.4945792999933474,0.3832600217192541,0.1560064025970826,0.3832600217192541,0
200,20,4,analytic,0,0,0.0009453000384382904,0.17852768565108246,nan,nan,1
200,20,4,chebyshev,0,0,0.007915299967862666,1.0,nan,nan,1
200,20,5,P,4,880,0.03235090000089258,0.7566396682623188,0.7566396682623188,0.7566396682623188,1
200,20,5,CN,14,3080,0.1677971999743022,0.5327086675112838,0.4140847527633467,0.5327086675112838,1
200,20,5,HYB,5,1100,0.04747469996800646,0.49723769965369974,0.49723769965369974,0.49723769965369974,1
200,20,5,CN-rand,30,6600,0.36470719997305423,0.13619537986250851,0.2329402496800355,0.13619537986250851,0
200,20,5,CN-greedy,30,6600,0.4995314000407234,0.4249131457130251,0.16993988870616863,0.4249131457130251,0
200,20,5,analytic,0,0,0.0009967000223696232,0.17569247561010756,nan,nan,1
200,20,5,chebyshev,0,0,0.00908970000455156,1.0,nan,nan,1
200,20,6,P,4,880,0.03241340001113713,0.7589077606042914,0.7589077606042914,0.7589077606042914,1
200,20,6,CN,12,2640,0.13999369996599853,0.4944875327193519,0.4238588133408433,0.4944875327193519,1
200,20,6,HYB,5,1100,0.05100969999330118,0.4949228877276657,0.4949228877276657,0.4949228877276657,1
200,20,6,CN-rand,30,6600,0.375225399970077,0.2751043888295024,0.2969789706306981,0.2751043888295024,0
